Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,fatal_injury,shark_species,month_incident,country_code,continent,lat,long
3075,1980.01.13,1980,Unprovoked,South Africa,Eastern Cape Province,Sardinia Bay,Swimming,M,,Abrasion,N,05:00,Hammerhead shark,0,hammerhead shark,Jan,ZA,AF,-28.8166236,24.991639
3076,1980.01.10,1980,Unprovoked,South Africa,Eastern Cape Province,King’s Beach,Swimming,M,25,3 small punctures on arm,N,18:30,"Raggedoth shark, ",0,raggedoth shark,Jan,ZA,AF,-28.8166236,24.991639
3077,1980.01.05,1980,Unprovoked,Chile,Los Vilos,"Punta Negra, Pichidangui",Hookah,M,,FATAL  ,Y,11:00,White shark,1,white shark,Jan,CL,SA,-31.7613365,-71.3187697
3078,1980.00.00,1980,Provoked,North Atlantic Ocean,Unknown,Onboard swordfish trawler,Gaffing,M,34,Arm lacerated by gaffed shark PROVOKED INCIDENT,N,11:00,dogfish,0,,,Unknown,Unknown,40.0,-40.0
3079,1980.00.00,1980,Invalid,Greece,Island of Kos,,Surfing,M,,Knee bitten,Unknown,11:00,Said involve white shark but shark involvement not confirmed,0,white shark,,GR,EU,38.9953683,21.9877132
3080,1980.00.00,1980,Invalid,South Africa,Eastern Cape Province,Bonza Bay,Spearfishing,M,20,No injury; 2 m shark made threat display and impaled itself on spear,Unknown,18:00,Invalid,0,,,ZA,AF,-28.8166236,24.991639
3081,1980.00.00,1980,Unprovoked,Tonga,Ha'api,Ha'ano Island,Spearfishing,M,20s,Chest bitten,N,AM,Unknown,0,,,TO,OC,-19.9160819,-175.202642
3082,1979.12.21,1979,Unprovoked,South Africa,Eastern Cape Province,Kenton-on-Sea,Swimming,M,18,Shin lacerated,N,16:20,Unknown,0,,Dec,ZA,AF,-28.8166236,24.991639
3083,1979.12.00,1979,Invalid,Portugal,Madeira Islands,"Sao Jorge, Madeira Island",Spearfishing,M,19,FATAL,Y,16:20,White shark?,1,white shark,Dec,PT,EU,40.0332629,-7.8896263
3084,1979.12.01,1979,Unprovoked,South China Sea,Unknown,,Diving,M,32,Toothmarks on head & neck,N,16:20, shark,0,,Dec,Unknown,Unknown,15.0000001,114.9999999
3085,1979.11.27,1979,Unprovoked,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",Surfing,M,20,Multiple major Injuries,N,10:20,"White shark, ",0,white shark,Nov,US,,39.7837304,-100.445882
3086,1979.11.12,1979,Provoked,South Africa,Western Cape Province,Macassar,Shark,Unknown,,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",N,10:20,"White shark, ",0,white shark,Nov,ZA,AF,-28.8166236,Unknown
3087,1979.10.22,1979,Provoked,South Africa,Eastern Cape Province,Algoa Bay,Fishing,M,,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,N,10:20,"Raggedoth shark, -[lb], gaffed ",0,raggedoth shark,Oct,ZA,AF,-28.8166236,Unknown
3088,1979.09.14,1979,Unprovoked,Australia,New South Wales,Byron Bay,Diving,M,18,Leg bitten,N,10:20,small shark,0,,Sep,AU,OC,-24.7761086,134.755
3089,1979.08.28,1979,Unprovoked,Hong Kong,Unknown,Mirs Bay,Swimming,M,21,"Leg severed, FATAL",Y,10:20,Unknown,1,,Aug,HK,AS,22.2793278,114.1628131
3090,1979.08.26,1979,Unprovoked,Hong Kong,Ho Ha Wan Marine Park,,Unknown,M,16,FATAL,Y,10:20,Unknown,1,,Aug,HK,AS,22.2793278,114.1628131
3091,1979.08.05,1979,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Kayaking,M,49,Lacerations to foot,N,10:20,Unknown,0,,Aug,US,,39.7837304,-100.445882
3092,1979.08.03,1979,Unprovoked,Thailand,Southern Thailand,,Murdered,M,,FATAL,Y,10:20,Unknown,1,,Aug,TH,AS,14.8971921,100.83273
3093,1979.06.19,1979,Sea Disaster,USA,Florida,10 miles off Cape Canaveral,Bathing,M,56,Lacerations to leg,N,08:30,Unknown,0,,Jun,US,,39.7837304,-100.445882
3094,1979.05.27,1979,Invalid,USA,Florida,"Fort Walton Beach, Okaloosa County",Diving,M,36,"FATAL, but shark involvement prior to death was not determined",Unknown,08:30,Shark involvement prior death was not confirmed,1,,May,US,,39.7837304,-100.445882
3095,1979.05.05,1979,Provoked,South Africa,Western Cape Province,"Hangklip, False Bay",Spearfishing,M,25,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N,14:00,"White shark,  ",0,white shark,May,ZA,AF,-28.8166236,24.991639
3096,1979.05.03,1979,Unprovoked,South Africa,KwaZulu-Natal,Mbibi,Diving,M,,"FATAL (presumed), pieces of shark-bitten wetsuit washed ashore but no body was recovered",Y,12:00,Unknown,1,,May,ZA,AF,-28.8166236,24.991639
3097,1979.05.00,1979,Unprovoked,New Caledonia,North Province,Ile Yandé (between Poum and Bélep),Fishing,Unknown,,"Thigh severely injured, survived",N,12:00,Unknown,0,,May,NC,OC,-21.3019905,165.4880773
3098,1979.05.00,1979,Unprovoked,New Caledonia,North Province,Balade,Unknown,M,,FATAL,Y,12:00,shark,1,,May,NC,OC,-21.3019905,165.4880773
3099,1979.04.08,1979,Unprovoked,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Swimming,M,24,Right foot & ankle lacerated,N,13:20,Unknown,0,,Apr,US,,39.7837304,-100.445882
3100,1979.04.08,1979,Unprovoked,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",Surfing,M,8,Right foot bitten,N,10:30,Unknown,0,,Apr,US,,39.7837304,-100.445882
3101,1979.03.24,1979,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,27,Foot & ankle bitten,N,11:30,Blacktip or spinner shark,0,spinner shark,Mar,US,,39.7837304,-100.445882
3102,1979.03.11,1979,Unprovoked,USA,California,"Ano Nuevo Island, San Mateo, County",Diving(submerged),M,,"No injury, swim fin bitten",N,10:00,"White shark,  ",0,white shark,Mar,US,,39.7837304,-100.445882
3103,1979.03.01,1979,Boat,South Africa,Western Cape Province,Seal Island,Unknown,Unknown,,No Injury,N,10:00,Unknown,0,,Mar,ZA,AF,-28.8166236,24.991639
3104,1979.03.00,1979,Unprovoked,New Caledonia,Grand Terre,"Five Mile Beach, I'le Ouen",Spearfishing,M,,"Presumed FATAL, body not recovered",Y,10:00,Unknown,1,,Mar,NC,OC,-21.3019905,165.4880773
3105,1979.02.21,1979,Unprovoked,South Africa,Eastern Cape Province,Port Alfred,"Surfing,",M,19,Punctures on left thigh,N,13:15, shark,0,,Feb,ZA,AF,-28.8166236,24.991639
3106,1979.00.00,1979,Unprovoked,USA,Hawaii,"South Kohala, Hawai'i",Fishing,M,,"FATAL, disappeared while fishing from shore, divers recovered his hand",Y,13:15,Unknown,1,,,US,,39.7837304,-100.445882
3107,1978.12.29,1978,Unprovoked,Australia,Queensland,Bribie Island,Unknown,M, ,Survived,N,13:15,Unknown,0,,Dec,AU,OC,-24.7761086,134.755
3108,1978.12.12,1978,Unprovoked,South Africa,KwaZulu-Natal,Sodwana,Spearfishing,M,23,"FATAL, legs bitten ",Y,16:45,"White shark, , oth fragment recovered",1,white shark,Dec,ZA,AF,-28.8166236,24.991639
3109,1978.11.26,1978,Unprovoked,USA,Hawaii,"Ewa, O'ahu",Surfing,M,,Left arm bitten,N,16:45,shark,0,,Nov,US,,39.7837304,-100.445882
3110,1978.11.23,1978,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,M,17,Hand lacerated,N,16:45,Unknown,0,,Nov,US,,39.7837304,-100.445882
3111,1978.10.21,1978,Invalid,South Africa,KwaZulu-Natal,"Fishing camp, St. Lucia Estuary",Fishing,M,,FATAL or scavenging by 3 m tiger shark (may have involved foul play),Unknown,07:30,Shark involvement prior death was not confirmed,1,,Oct,ZA,AF,-28.8166236,24.991639
3112,1978.09.27,1978,Unprovoked,South Africa,Western Cape Province,"Miller's Point, False Bay",Spearfishing,M,27,"No injury, shark took his catch, then towed & pushed diver through the water ",N,16:00,"White shark, ",0,white shark,Sep,ZA,AF,-28.8166236,24.991639
3113,1978.09.16,1978,Unprovoked,Italy,Tyrrhenian Sea,Capo d'Anzio,Diving,M,,No injury,N,11:00,"White shark,  ",0,white shark,Sep,IT,EU,42.6384261,12.674297
3114,1978.09.02,1978,Unprovoked,Australia,Tasmania,"Cape Pillar, Storm Bay",Diving,M,34,Several broken ribs,N,11:00,shark,0,,Sep,AU,OC,-24.7761086,134.755
3115,1978.08.05,1978,Unprovoked,USA,California,"Pajaro Dunes, Santa Cruz County",Wading,M,,Punctures on leg (minor injury),N,12:45,shark,0,,Aug,US,,39.7837304,-100.445882
3116,1978.08.01,1978,Unprovoked,USA,Florida,Florida Straits,Bathing,M,27,Minor injury to ankle,N,12:45,Unknown,0,,Aug,US,,39.7837304,-100.445882
3117,1978.07.27,1978,Sea Disaster,USA,South Carolina,,"Explosion',",M,39,"No injury, his foot was bumped by a shark biting the body of a passenger that had drowned.",N,12:45,Unknown,0,,Jul,US,,39.7837304,-100.445882
3118,1978.07.19,1978,Provoked,USA,California,"Newport Beach, Orange County",Fishing,M,27,Laceration to leg by hooked shark  PROVOKED INCIDENT,N,12:45,Unknown,0,,Jul,US,,39.7837304,-100.445882
3119,1978.06.21,1978,Unprovoked,USA,Florida,"South of Neptune Beach, Duval County",Surfing,M,20,Foot bitten,N,12:45,Unknown,0,,Jun,US,,39.7837304,-100.445882
3120,1978.06.21,1978,Unprovoked,USA,Florida,"Neptune Beach, Duval County",Surfing,M,17,Foot nipped,N,12:45,Unknown,0,,Jun,US,,39.7837304,-100.445882
3121,1978.06.07,1978,Invalid,Italy,Golfo de Venezia,Acqua alta research platform,Unknown,Unknown,,"No injury, white shark struck platform",Unknown,12:45,Invalid,0,,Jun,IT,EU,42.6384261,12.674297
3122,1978.04.02,1978,Unprovoked,Marshall Islands,Ralik Archipelago,Enewetak Atoll,Diving,M,25,Laceration to left hand,N,12:45,Unknown,0,,Apr,MH,OC,8.9995549,168.0002575
3123,1978.04.02,1978,Unprovoked,Marshall Islands,Ralik Archipelago,Enewetak Atoll,Diving,M,23,Lacerations to right forearm ,N,12:45,Unknown,0,,Apr,MH,OC,8.9995549,168.0002575
3124,1978.04.00,1978,Unprovoked,Australia,Tasmania,Beechford,Diving,M,,Thigh bitten,N,12:45,"Sevengill shark,",0,,Apr,AU,OC,-24.7761086,134.755
3125,1978.03.05,1978,Boat,South Africa,Eastern Cape Province,"Gulu Deep, East London",Unknown,Unknown,,"No injury to occupants; shark rammed boat 4 times, bit engine & cracked the hull",N,12:45,Unknown,0,,Mar,ZA,AF,-28.8166236,24.991639
3126,1978.02.28,1978,Unprovoked,South Africa,Western Cape Province,"Seal Island, False Bay",Fishing,Unknown,,"Shark jumped in boat, but no injury to occupants",N,03:00,shark,0,,Feb,ZA,AF,-28.8166236,24.991639
3127,1978.02.19,1978,Unprovoked,South Africa,Western Cape Province,"Miller's Point, False Bay",Diving,M,,"No injury, rammed by shark",N,03:00,White shark,0,white shark,Feb,ZA,AF,-28.8166236,24.991639
3128,1978.01.17,1978,Unprovoked,South Africa,KwaZulu-Natal,Glenashley,Surfing,M,17,"Left leg, ankle & foot bitten",N,12:45,Thought involve blacktip shark,0,blacktip shark,Jan,ZA,AF,-28.8166236,24.991639
3129,1978.01.06,1978,Invalid,South Africa,KwaZulu-Natal,Cape Vidal,Unknown,M,,"Human head recovered from 3 m [10'] tiger shark’s gut, probable drowning / scavenging",Unknown,12:45,Shark involvement prior death was not confirmed,0,,Jan,ZA,AF,-28.8166236,24.991639
3130,1978.00.00,1978,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,F,,Foot bitten,N,12:45,Unknown,0,,,US,,39.7837304,-100.445882
3131,1978.00.00,1978,Unprovoked,Vanuatu,Malampa Province,"Ranon, Ambryn",Swimming,F,,FATAL,Y,12:45,Unknown,1,,,VU,OC,-16.5255069,168.1069154
3132,1977.12.31,1977,Sea Disaster,USA,Hawaii,2 miles off Keahole Airport,"Swimming,",M,49,Feet lacerated,N,21:30,Unknown,0,,Dec,US,,39.7837304,-100.445882
3133,1977.12.19,1977,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,M,27,Laceration to right hand,N,21:30,Unknown,0,,Dec,US,,39.7837304,-100.445882
3134,1977.12.19,1977,Unprovoked,South Africa,Eastern Cape Province,Qolera River,Surfing,M,18,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,10:00,"Tiger shark, ",0,tiger shark,Dec,ZA,AF,-28.8166236,24.991639
3135,1977.12.00,1977,Boat,South Africa,Western Cape Province,"Macassar, False Bay",Fishing,Unknown,,No injury to occupant: shark bit boat's port chine,N,10:00,white shark (Tooth  recovered froboat),0,white shark,Dec,ZA,AF,-28.8166236,24.991639
3136,1977.11.12,1977,Provoked,South Africa,Western Cape Province,Klein River Lagoon,Standing,M,,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,N,10:00, shark,0,,Nov,ZA,AF,-28.8166236,24.991639
3137,1977.10.30,1977,Unprovoked,South Africa,Western Cape Province,"Bluegums Rock, Partridge Point",Spearfishing,M,25,"No injury, shark bit speargun & pushed diver through the water",N,16:00,"White shark,  ",0,white shark,Oct,ZA,AF,-28.8166236,24.991639
3138,1977.08.31,1977,Unprovoked,Australia,South Australia,"Cactus Beach, near Ceduna",Surfing,M,17,"Board rammed &  bitten, left thigh lacerated",N,16:00,White shark,0,white shark,Aug,AU,OC,-24.7761086,134.755
3139,1977.08.23,1977,Unprovoked,Australia,Queensland,"Buddina Beach, south of Noosa",Bathing,M,25,"FATAL, left arm severed, legs bitten ",Y,16:00,Unknown,1,,Aug,AU,OC,-24.7761086,134.755
3140,1977.08.19,1977,Boat,South Africa,Western Cape Province,Off Macassar Beach,Fishing,M,,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N,13:30,White shark,0,white shark,Aug,ZA,AF,-28.8166236,24.991639
3141,1977.08.14,1977,Unprovoked,USA,California,"McClure Beach, near Tomales Point, Marin County",Free(surfacing),M,20,Leg lacerated,N,11:45,"White shark,   ",0,white shark,Aug,US,,39.7837304,-100.445882
3142,1977.08.05,1977,Invalid,USA,Florida,"St. Petersburg, Pinellas County",Wading,M,17,Lacerations to hip and leg,Unknown,11:45,Shark involvement not confirmed,0,,Aug,US,,39.7837304,-100.445882
3143,1977.07.02,1977,Sea Disaster,USA,California,"Off San Diego, San Diego County",40',M,21,Laceration to right hand,N,21:30,Unknown,0,,Jul,US,,39.7837304,-100.445882
3144,1977.06.26,1977,Provoked,USA,Florida,"12 miles northeast of Mayport,  Duval County",Spearfishing/,M,27,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N,19:30,"Bull shark, 8",0,bull shark,Jun,US,,39.7837304,-100.445882
3145,1977.06.06,1977,Unprovoked,USA,Texas,Padre Island,Collecting,M,25,Lacerations to wrist,N,19:30,"Bull shark,  ",0,bull shark,Jun,US,,39.7837304,-100.445882
3146,1977.05.26,1977,Boat,South Africa,Western Cape Province,13 km off Knysna ,Fishing,M,,Lombard's thigh was lacerated by shark that leapt into boat ,N,19:30,"Mako shark,,  ",0,mako shark,May,ZA,AF,-28.8166236,24.991639
3147,1977.05.16,1977,Invalid,Australia,Queensland,Southport,Unknown,M,,"Missing, believed taken by a shark",Unknown,19:30,Unknown,0,,May,AU,OC,-24.7761086,134.755
3148,1977.04.26,1977,Unprovoked,Australia,Queensland,Tallebudgera,Unknown,M,,Survived,N,19:30,Unknown,0,,Apr,AU,OC,-24.7761086,134.755
3149,1977.04.21,1977,Unprovoked,USA,Hawaii,"Ka'anapali, Maui",Swimming,M,,Arm bitten,N,19:30,shark,0,,Apr,US,,39.7837304,-100.445882
3150,1977.03.17,1977,Unprovoked,South Africa,Western Cape Province,"Lappiesbaai Beach, Stilbaai",Swimming,M,31,Right foot bitten,N,17:00,Unknown,0,,Mar,ZA,AF,-28.8166236,24.991639
3151,1977.03.13,1977,Sea Disaster,Australia,Queensland,Near Moreton Island in Moreton Bay,"Their,000&,",M,32,"His feet were bitten by sharks, but he was rescued by a charter boat that arrived on the scene just an hour and 15 minutes after the sharks first appeared, too late to save the lives of Hayes and Beaver",N,17:00,Unknown,0,,Mar,AU,OC,-24.7761086,134.755
3152,1977.03.13,1977,Sea Disaster,Australia,Queensland,Near Moreton Island in Moreton Bay,"Their,000&,",M,74 ,FATAL,Y,17:00,Unknown,1,,Mar,AU,OC,-24.7761086,134.755
3153,1977.03.13,1977,Sea Disaster,Australia,Queensland,Near Moreton Island in Moreton Bay,"Their,000&,",M,45 ,FATAL,Y,17:00,Unknown,1,,Mar,AU,OC,-24.7761086,134.755
3154,1977.02.26,1977,Unprovoked,Australia,New South Wales,"Kingscliffe Beach, south of Tweed Heads","Pushed's,'s",M,24,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",N,17:00,shark,0,,Feb,AU,OC,-24.7761086,134.755
3155,1977.02.04,1977,Invalid,Australia,Victoria,Sorrento Back Beach,Unknown,M,,Shark involvement prior to death was unconfirmed,Unknown,17:00,Shark involvement prior death was not confirmed,0,,Feb,AU,OC,-24.7761086,134.755
3156,1977.02.00,1977,Unprovoked,New Caledonia,Unknown,I'le Ouen,Unknown,Unknown,,Face & thorax bitten,N,17:00,Unknown,0,,Feb,NC,OC,-21.3019905,165.4880773
3157,1977.01.00,1977,Unprovoked,Mexico,Guerrero,La Playa Hornos (near Acapulco),Swimming,M,,"FATAL, left leg severed, neck cut  ",Y,14:30,Unknown,1,,Jan,MX,,22.5000485,-100.000037
3158,1976.12.29,1976,Unprovoked,Australia,Queensland,Caloundra,Unknown,M,,Survived,N,14:30,Unknown,0,,Dec,AU,OC,-24.7761086,134.755
3159,1976.12.18,1976,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Hookah(submerged),M,29,Buttocks & hip bitten,N,09:00,"White shark, ",0,white shark,Dec,US,,39.7837304,-100.445882
3160,1976.11.27,1976,Unprovoked,South Africa,Western Cape Province,Clifton,"Thrashing/""Jaws""",M,19,Torso bitten,N,16:05,"White shark, k",0,white shark,Nov,ZA,AF,-28.8166236,24.991639
3161,1976.11.26,1976,Invalid,Australia,Queensland,Southport Bar,Unknown,Unknown,,"Missing, believed taken by a shark, but not confirmed",Unknown,16:05,Shark involvement prior death was not confirmed,0,,Nov,AU,OC,-24.7761086,134.755
3162,1976.11.25,1976,Unprovoked,USA,Florida,"Delray Beach, Palm Beach County",Surfing,M,19,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",N,10:55,lemon shark or bull shark,0,lemon shark,Nov,US,,39.7837304,-100.445882
3163,1976.11.23,1976,Invalid,South Africa,KwaZulu-Natal,Warner Beach,Swimming,M,17,Laceration to foot,Unknown,10:55,Questionable incident,0,,Nov,ZA,AF,-28.8166236,24.991639
3164,1976.11.06,1976,Provoked,South Africa,Western Cape Province,Macassar,Fishing,Unknown,,"No injury to occupants. Hooked shark bit boat's transom, PROVOKED INCIDENT",N,10:55,"White shark, ",0,white shark,Nov,ZA,AF,-28.8166236,24.991639
3165,1976.10.27,1976,Boat,South Africa,Western Cape Province,Gordon’s Bay,Boating,Unknown,,"No injury to occupants, shark leapt on bow of boat",N,10:55,White shark,0,white shark,Oct,ZA,AF,-28.8166236,24.991639
3166,1976.10.18,1976,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,M,25,Leg bitten ,N,14:30,"White shark,  ",0,white shark,Oct,US,,39.7837304,-100.445882
3167,1976.10.06,1976,Unprovoked,South Africa,Eastern Cape Province,Cape St. Francis,Surfing,M,20,Left thigh lacerated,N,11:00,"White shark, , species identity confirmed by oth fragment",0,white shark,Oct,ZA,AF,-28.8166236,24.991639
3168,1976.09.22,1976,Sea Disaster,New Caledonia,Unknown,Sarcelle,Shipwreck,Unknown,,It was believed that survivors were killed by sharks,N,11:00,Unknown,0,,Sep,NC,OC,-21.3019905,165.4880773
3169,1976.09.19,1976,Unprovoked,Australia,South Australia,"Point Lowly, north of Whyalla","Skindiving,",M,27,"Right leg bitten below the knee, left ankle & foot lacerated",N,11:00, shark,0,,Sep,AU,OC,-24.7761086,134.755
3170,1976.09.17,1976,Sea Disaster,Hong Kong,South China Sea 200 miles from Hong Kong,,"3,909",M,,"FATAL, right leg bitten",Y,11:00,Unknown,1,,Sep,HK,AS,22.2793278,114.1628131
3171,1976.09.12,1976,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,M,16,FATAL,Y,11:00,Unknown,1,,Sep,US,,39.7837304,-100.445882
3172,1976.09.12,1976,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,M,,FATAL,Y,11:00,Unknown,1,,Sep,US,,39.7837304,-100.445882
3173,1976.09.06,1976,Unprovoked,USA,Florida,"Sebastian, Indian River County",Surfing,M,15,Laceration to left lower leg,N,14:00,"Tiger shark,  ",0,tiger shark,Sep,US,,39.7837304,-100.445882
3174,1976.08.26,1976,Unprovoked,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County","Surfing,",M,23,Right ankle & foot lacerated,N,14:00,Unknown,0,,Aug,US,,39.7837304,-100.445882
3175,1976.08.24,1976,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,19,"No injury, board bitten",N,14:00,"White shark, ",0,white shark,Aug,US,,39.7837304,-100.445882
3176,1976.07.24,1976,Unprovoked,USA,Florida,St. Lucie County,Spearfishing,M,24,Lacerations to forearms,N,10:30,Unknown,0,,Jul,US,,39.7837304,-100.445882
3177,1976.07.21,1976,Unprovoked,USA,Louisiana,Scofield - Sandy Point,Playing,M,10,Leg bitten,N,10:30,Unknown,0,,Jul,US,,39.7837304,-100.445882
3178,1976.07.16,1976,Unprovoked,USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i",Diving,M,18,"FATAL, disappeared while diving, lower portion of body recovered",Y,10:30,Unknown,1,,Jul,US,,39.7837304,-100.445882
3179,1976.07.12,1976,Unprovoked,USA,Florida,St. Lucie County,Spearfishing,M,23,"""lost part of a finger""",N,10:30, shark,0,,Jul,US,,39.7837304,-100.445882
3180,1976.06.23,1976,Unprovoked,USA,Florida,"St. Andrews State Park, Bay County",Skindiving,M,17,Lacerations to right arm,N,21:30,shark,0,,Jun,US,,39.7837304,-100.445882
3181,1976.06.10,1976,Unprovoked,USA,Hawaii,"Kama'ole Beach, Park No. 1, Kihei, Maui",Swimming,M,,Leg & foot bitten,N,21:30, shark,0,,Jun,US,,39.7837304,-100.445882
3182,1976.06.02,1976,Provoked,Italy,Reggio Calabria Province,Bovalino,Fishing,M,46,Shark rammed boat PROVOKED INCIDENT,N,21:30,"Blue shark,  ",0,blue shark,Jun,IT,EU,42.6384261,12.674297
3183,1976.06.01,1976,Boat,Australia,Queensland,Off Stradbroke Island,Sitting's,F,,"Shark jumped in boat, hitting her in the face & knocking her unconscious",N,21:30,shark,0,,Jun,AU,OC,-24.7761086,134.755
3184,1976.05.02,1976,Boat,South Africa,Western Cape Province,40 km off Cape Point,Competing,Unknown,,"Shark following hooked fish, rammed & holed boat",N,21:30,"Mako shark, [lb]",0,mako shark,May,ZA,AF,-28.8166236,24.991639
3185,1976.04.28,1976,Invalid,USA,Texas,Galveston Island,Unknown,Unknown,,"Possible drowning victim, remains retrieved from 400-lb shark caught by fishermen on 28-Apr-1976",Unknown,21:30,Shark involvement prior death was not confirmed,0,,Apr,US,,39.7837304,-100.445882
3186,1976.03.12,1976,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,21 or 26,Lacerations to left leg,N,14:30,Unknown,0,,Mar,US,,39.7837304,-100.445882
3187,1976.03.12,1976,Boat,South Africa,Western Cape Province,Robberg Point,Fishing,Unknown,,"No injury to occupants, shark buckled prop shaft",N,14:30,Whale shark,0,,Mar,ZA,AF,-28.8166236,24.991639
3188,1976.03.09,1976,Boat,South Africa,Western Cape Province,"2 km from Macassar, False Bay",Unknown,Unknown,,Shark breached hull of boat,N,14:30,White shark named “Spotty”,0,white shark,Mar,ZA,AF,-28.8166236,24.991639
3189,1976.03.02,1976,Boat,South Africa,Western Cape Province,"2 km from Macassar, False Bay",Unknown,Unknown,,"Shark leapt into boat, hitting Fanie Schoeman on his back before sliding into the sea",N,14:30,White shark named “Spotty”,0,white shark,Mar,ZA,AF,-28.8166236,24.991639
3190,1976.02.03,1976,Boat,South Africa,Western Cape Province,False Bay,Shark,Unknown,,"No injury to occupants, shark rammed bow, driving its head into the hull",N,14:30,white shark,0,white shark,Feb,ZA,AF,-28.8166236,24.991639
3191,1976.01.13,1976,Provoked,South Africa,Western Cape Province,Hartenbos,Shark,Unknown,,"No injury to occupants, After shark was harpooned & shot, it holed the boat PROVOKED INCIDENT",N,14:30,shark,0,,Jan,ZA,AF,-28.8166236,24.991639
3192,1976.01.12,1976,Unprovoked,Australia,Queensland,Harvey Bay,Unknown,F,,Survived,N,14:30,Unknown,0,,Jan,AU,OC,-24.7761086,134.755
3193,1976.01.11,1976,Provoked,South Africa,Western Cape Province,Kalk Bay,Fishing&,Unknown,,"Hooked shark leapt onboard & into fish well, which it smashed PROVOKED INCIDENT",N,07:30,"White shark, ",0,white shark,Jan,ZA,AF,-28.8166236,24.991639
3194,1976.01.08,1976,Unprovoked,USA,Florida,"Off Fort Pierce, St Lucie County",Spearfishing/,M,25,Puncture wounds to head & neck,N,07:30, shark,0,,Jan,US,,39.7837304,-100.445882
3195,1976.01.02,1976,Unprovoked,New Zealand,North Island,"Te Kaha, East coast",Spearfishing,M,,FATAL,Y,13:00,Bronze whaler shark,1,bronze whaler,Jan,NZ,OC,-41.5000831,172.8344077
3196,1976.00.00,1976,Unprovoked,USA,Hawaii,"Off Lahaina, Maui",Diving,M,,"FATAL, lost consciousness at depth of 180'. Large sharks seen near partial remains of body",Y,13:00,Unknown,1,,,US,,39.7837304,-100.445882
3197,1975.12.29,1975,Boat,Australia,South Australia,Glenelg,Attempting,Unknown,,"No injury, shark charged & rammed boat several times",N,13:00,shark,0,,Dec,AU,OC,-24.7761086,134.755
3198,1975.12.06,1975,Unprovoked,USA,California,Farallon Islands,Diving&,M,27,Leg bitten,N,12:00,White shark,0,white shark,Dec,US,,39.7837304,-100.445882
3199,1975.12.02,1975,Provoked,Australia,New South Wales,"Porpoise Pool, Tweed Heads",Filming&,M,35,Tooth mark in left elbow PROVOKED INCIDENT,N,12:00,"Grey nurse shark, ",0,grey nurse shark,Dec,AU,OC,-24.7761086,134.755
3200,1975.11.19,1975,Unprovoked,Australia,New South Wales,"Queenscliff, Sydney",Standing,M,20,Laceration to posterior thigh,N,12:00, shark,0,,Nov,AU,OC,-24.7761086,134.755
3201,1975.11.19,1975,Unprovoked,South Africa,KwaZulu-Natal,"South Beach, Durban",Standing,M,33,Left foot lacerated,N,10:00,Juvenile dusky shark,0,dusky shark,Nov,ZA,AF,-28.8166236,24.991639
3202,1975.11.07,1975,Unprovoked,Australia,Queensland,Lookout Point,Unknown,M,,Puncture wounds in hand,N,10:00,Unknown,0,,Nov,AU,OC,-24.7761086,134.755
3203,1975.11.02,1975,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,18,Foot bitten,N,10:00, shark,0,,Nov,US,,39.7837304,-100.445882
3204,1975.10.21,1975,Invalid,USA,New Jersey,"Sandy Hook, Monmouth County",Surfing,M,,"""Tooth marks"" in left leg",Unknown,11:30,Shark involvement unconfirmed,0,,Oct,US,,39.7837304,-100.445882
