,Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species
2406,2406,1994.12.18,1994,Unprovoked,USA,Hawaii,"Kinikini, Mana, Kaua'i","Surfing,",Unknown,,"No injury, shark bit surfboard",N,14:45,Unknown
2407,2407,1994.12.13,1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,,Survived,N,14:45,Unknown
2408,2408,1994.12.11,1994,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,M,,Right thigh bitten,N,14:45,Unknown
2409,2409,1994.12.10,1994,Unprovoked,VANUATU,Tafea Province,Aniwa Island,Unknown,Unknown,,No details,Unknown,14:45,Unknown
2410,2410,1994.12.09,1994,Invalid,AUSTRALIA,Queensland,"Hinchinbrook Channel, Queensland",Murder,M,44,Shark scavenged on his corpse,Unknown,14:45,Invalid
2411,2411,1994.12.09,1994,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Commercial(submerged),M,42,"FATAL, right leg nearly severed, puncture wounds to left leg ",Y,08:45, white shark
2412,2412,1994.12.01,1994,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,M,,FATAL,Y,08:45,Unknown
2413,2413,1994.11.25,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Spearfishing,M,,No injury,N,08:45,"Raggedoth shark, "
2414,2414,1994.11.13,1994,Unprovoked,USA,Hawaii,"Off the Hanalei River, Kaua'i","Surfing,",F,34,Right thigh & board bitten,N,09:45,shark
2415,2415,1994.11.06,1994,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",Surfing,Unknown,,"No injury, shark bit surfboard",N,16:00,Unknown
2416,2416,1994.10.18,1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,Unknown,,Survived,N,16:00,Unknown
2417,2417,1994.10.17,1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,,Survived,N,16:00,Unknown
2418,2418,1994.10.08,1994,Provoked,USA,Florida,"Bill Baggs Cape Florida State Recreation Area, Miami-Dade County",Wading,F,9,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,N,13:00,Thought involve small sand shark
2419,2419,1994.10.05,1994,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,M,16,Foot bitten,N,12:00,Unknown
2420,2420,1994.09.26,1994,Unprovoked,USA,South Carolina,"North Forest Beach, near Hilton Head, Beaufort County",Swimming,F,30,Right side of abdomen & left hand bitten,N,12:00,Unknown
2421,2421,1994.09.21,1994,Unprovoked,USA,Oregon,"Short Sand Beach, Oswald West State Park",Surfing,M,43,"No injury, surfboard bitten",N,16:30, white shark
2422,2422,1994.09.11,1994,Sea Disaster,USA,Florida,Florida Straits,Adrift,M,7      &    31,FATAL,Y,16:30,Unknown
2423,2423,1994.09.05,1994,Unprovoked,USA,Hawaii,Makaha Surf Beach,Jumped,F,12,Left calf bitten,N,11:15,Small shark
2424,2424,1994.08.22,1994,Unprovoked,JAPAN,Kagoshima Prefecture,Tatsugo-cho,Unknown,Unknown,,Survived,N,11:15,Unknown
2425,2425,1994.07.24,1994,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,15,Left foot severed,N,11:15,Unknown
2426,2426,1994.07.09,1994,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,,FATAL,Y,11:15,Unknown
2427,2427,1994.07.09,1994,Unprovoked,REUNION,Saint-Denis,Barachois,Surfing,M,24,FATAL,Y,13:45, bull shark
2428,2428,1994.07.09,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,M,22,"FATAL, leg severed ",Y,13:26,white shark
2429,2429,1994.07.09,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,M,31,Buttock & leg bitten,N,13:25,white shark
2430,2430,1994.07.08,1994,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,,Survived,N,13:25,Unknown
2431,2431,1994.07.08,1994,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Right calf lacerated,N,15:00,small shark
2432,2432,1994.06.24,1994,Unprovoked,BAHAMAS,Grand Bahama Island,Freeport,Spearfishing,M,30,Forearm severely bitten,N,15:30,shark
2433,2433,1994.05.31,1994,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,24,Foot lacerated,N,10:30,Unknown
2434,2434,1994.05.31,1994,Unprovoked,USA,Florida," Daytona Beach, Volusia County",Surfing,M, 28,Right foot lacerated,N,08:00,spinner shark
2435,2435,1994.05.28,1994,Unprovoked,USA,Florida,"3 miles east of Jacksonville Beach, Duval County",Spearfishing,M,35,Shoulder bitten,N,08:00,shark
2436,2436,1994.05.24,1994,Unprovoked,USA,Florida,"Spessard Holland Park, Melbourne Beach, Brevard County",Wading,F,36,Lower left calf & ankle  lacerated,N,08:00,shark
2437,2437,1994.05.23,1994,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,26,Gash on ankle,N,18:30,Unknown
2438,2438,1994.05.15,1994,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,22,Right knee lacerated,N,08:30, shark
2439,2439,1994.04.16,1994,Invalid,USA,California,"Sunset Cliffs, San Diego, San Diego County",Unknown,F,25,Not a shark attack; possibly murder. Body recovered 4-16-1994 minus severed leg. Blue shark bites were post-mortem,Unknown,08:30,Invalid
2440,2440,1994.04.15,1994,Unprovoked,REUNION,Saint-Joseph,Lieu-dit Cayenne,Unknown,Unknown,,FATAL,Y,08:30,", [lb] bull shark"
2441,2441,1994.04.06,1994,Unprovoked,BAHAMAS,Unknown,Rum Cay,Wading,M,20?,Lower right  leg bitten,N,10:30, shark
2442,2442,1994.04.03,1994,Unprovoked,USA,Florida,"Miami Beach, Dade County",Freediving,M,71,Left shoulder lacerated,N,15:00,Unknown
2443,2443,1994.04.02,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Arniston,Spearfishing,M,,FATAL  ,Y,15:00,white shark
2444,2444,1994.03.23,1994,Unprovoked,CHILE,Unknown,300 miles east of Easter Island,Swimming,F,19,Leg severed mid-thigh,N,11:58,white shark
2445,2445,1994.03.23,1994,Unprovoked,CHILE,Unknown,300 miles East of Easter Island,Swimming,M,,Thigh bitten,N,11:51,white shark
2446,2446,1994.03.07,1994,Provoked,USA,California,,Removing,M,33,Arm lacerated by captive shark PROVOKED INCIDENT,N,11:51,"Lemon shark,  "
2447,2447,1994.03.01,1994,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,25,Leg bitten,N,11:51,shark
2448,2448,1994.02.27,1994,Unprovoked,SOUTH AFRICA,Western Cape Province,Saxon Reef,Spearfishing,M,,Swim fin bitten,N,11:00,shark
2449,2449,1994.02.19,1994,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,23,Left foot bitten,N,13:00,shark
2450,2450,1994.02.13,1994,Provoked,USA,Hawaii,Kailua Bay,Fishing,M,,Arm bitten while trying to secure shark caught by navy personnel from vessel PROVOKED INCIDENT,N,17:00,Unknown
2451,2451,1994.02.12,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Beachview Holiday Resort,Surfing,M,15,Leg bitten ,N,16:30,white shark
2452,2452,1994.02.00,1994,Unprovoked,NEW CALEDONIA,South Province,Cap Goulvain,Fishing,Unknown,,"FATAL, right foot severed",Y,16:30,Unknown
2453,2453,1994.01.31,1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,,Right leg bitten,N,16:30,Unknown
2454,2454,1994.01.31,1994,Unprovoked,USA,Hawaii,"Velzyland, north shore of O'ahu",Surfing,M,,FATAL,Y,16:30,Tiger shark
2455,2455,1994.01.30,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,M,44,Calf bitten,N,13:30,Unknown
2456,2456,1994.01.12,1994,Boat,AUSTRALIA,Western Australia,Albany,Fishing,Unknown,,"No injury to occupants, shark bit anchor and ladder",N,07:30,White shark
2457,2457,1994.01.09,1994,Unprovoked,AUSTRALIA,Queensland,"Katana Downs Reach, Brisbane River","Swimming,",M,23,Hamstring bitten,N,07:30,shark
2458,2458,1994.01.03,1994,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Hibberdene,Swimming,M,33,Foot bitten,N,16:15,shark
2459,2459,1994.00.00,1994,Unprovoked,HONG KONG,Unknown,,Playing,F,,Both legs lacerated,N,16:15,Tiger shark said be  
2460,2460,1994.00.00,1994,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,,Foot bitten,N,16:15,Unknown
2461,2461,1993.12.00,1993,Unprovoked,USA,Hawaii,Waipo,Surfing,M,,FATAL,Y,16:15,"On -Jan-, his remains washed ashore. tiger shark thought be involved"
2462,2462,1993.11.28,1993,Unprovoked,USA,Florida,"North Beach Jetty, St Lucie County",Swimming,M,30,"""Minor cuts to left leg""",N,16:15,Unknown
2463,2463,1993.11.21,1993,Unprovoked,AUSTRALIA,Western Australia, A pearl  farm in Roebuck Bay,Hookah,M,27,FATAL,Y,15:15,Tiger shark caught days later with diver’s remains in its gut
2464,2464,1993.11.12,1993,Unprovoked,USA,Hawaii,"Horners, Wailua, Kaua'i","Surfing,",M,,Left leg severely bitten,N,10:55,Unknown
2465,2465,1993.11.00,1993,Unprovoked,SOMALIA,Banaadir Region,Mogadishu,Stamding,M,,FATAL,Y,10:55,Unknown
2466,2466,1993.10.30,1993,Unprovoked,USA,California,"""Bunkers"" Eureka, Humboldt County",Surfing,M,26,Serious injury to left leg,N,16:30, white shark
2467,2467,1993.10.26,1993,Unprovoked,USA,Florida,"Treasure Shores Beach, Indian River County",Swimming,F,26,Thigh & hand lacerated,N,10:00,bull shark
2468,2468,1993.10.10,1993,Boat,USA,California,"Goat Rock, Bodega Bay, Sonoma County?",Kayaking,F,34,"No Injury, Kayak holed",N,14:30, white shark
2469,2469,1993.10.00,1993,Unprovoked,USA,Hawaii,"Mouth of Wallua River, Kaua'i",Surfing,Unknown,,Serious leg wounds,N,14:30,Tiger shark
2470,2470,1993.09.30,1993,Unprovoked,SOMALIA,Banaadir Region,Mogadishu,Swimming,M,21,FATAL,Y,14:30,Unknown
2471,2471,1993.09.26,1993,Unprovoked,SOUTH AFRICA,Western Cape Province,Danger Point,Spearfishing,M,36,Calf lacerated,N,11:30,white shark
2472,2472,1993.09.16,1993,Unprovoked,EL SALVADOR,La Libertad,near El Cocal Beach,Surfing,Unknown,15,Left leg gashed,N,11:30,white shark
2473,2473,1993.09.16,1993,Unprovoked,EL SALVADOR,La Libertad,El Cocal Beach,Surfing,M,17,"FATAL, arms & legs bitten, then drowned ",Y,11:30,Unknown
2474,2474,1993.09.14,1993,Unprovoked,USA,Florida,"Huguenot Memorial Park, Duval County",Wading,M,19,Left foot bitten,N,11:30, shark
2475,2475,1993.09.09,1993,Unprovoked,USA,Florida,"Little Talbot Island, Jacksonville, Duval County",Unknown,M,16,Left foot bitten,N,11:30,Unknown
2476,2476,1993.09.03,1993,Unprovoked,SPAIN,Costa Blanca,"Playa de las Arenas, Valencia ",Swimming,M,69,"Thigh bitten, toes of left foot severed",N,08:00,shark
2477,2477,1993.08.21,1993,Unprovoked,BAHAMAS,Walkers Cay,"Matinella Reef, 15 to 20 miles west of Walkers Cay",Spearfishing,M,51,Leg bitten,N,17:15,blacktip shark or Caribbean reef shark
2478,2478,1993.08.19,1993,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing,Unknown,13,Right foot bitten,N,17:15,Unknown
2479,2479,1993.08.19,1993,Unprovoked,USA,Hawaii,"Paukukalo, Maui","Surfing,",M,,Abrasions & board bitten,N,07:05,Unknown
2480,2480,1993.08.15,1993,Boat,USA,California,Between Santa Cruz Island and Santa Barbara,Watching,Unknown,,No injury to occupants; shark circled boat repeatedly then rammed the vessel 3 times,N,11:30," white shark, according witnesses"
2481,2481,1993.08.15,1993,Unprovoked,USA,North Carolina,Pamlico Sound,Riding,F,19,Severe lacerations to abdomen & thighs,N,10:00,Bull shark
2482,2482,1993.08.14,1993,Boat,AUSTRALIA,Western Australia,Off Rottnest Island,Fishing,Unknown,,"No injury to occupants. Shark struck boat, lifting the outboard motor",N,10:00,white shark
2483,2483,1993.08.12,1993,Unprovoked,USA,California,"Abalone Point, Westport Union Landing, Mendocino County",Free(ascending),M,39,Severe bites to head & shoulder,N,14:00,  white shark
2484,2484,1993.08.00,1993,Unprovoked,NEW CALEDONIA,South Province,Ile Moro,Fishing,M,,FATAL,Y,14:00,Unknown
2485,2485,1993.08.00,1993,Boat,EL SALVADOR,La Libertad,La Libertad,Oyster,Unknown,,FATAL x 2,Y,14:00,White shark?
2486,2486,1993.07.30,1993,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Pollock Beach, Port Elizabeth",Surfing,M,28,Puncture wounds on chest,N,15:00,white shark
2487,2487,1993.07.07,1993,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Playing,F,12,Right knee bitten,N,18:12," shark, oth fragments recovered "
2488,2488,1993.06.30,1993,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,,FATAL,Y,18:12,Unknown
2489,2489,1993.06.29,1993,Unprovoked,REUNION,Saint-Paul,Cap de la Marianne,Surfing,M,16,Note: see 1992.06.28,N,18:12,Unknown
2490,2490,1993.06.11,1993,Unprovoked,HONG KONG,New Territories,Silverstrand,Swimming,M,61,FATAL,Y,07:15,Unknown
2491,2491,1993.06.11,1993,Unprovoked,MEXICO,Quintana Roo,"Santa Rosa Shallows, Cozumel",Diving,F,42,FATAL,Y,19:30,Unknown
2492,2492,1993.06.10,1993,Unprovoked,USA,Hawaii,"Goats Island (Moku’auia Island), Malaekahana State Recreation Area, Laie, O'ahu",Surfing,M,22,Feet & ankles bitten,N,07:10,Thought involve tiger shark
2493,2493,1993.06.09,1993,Unprovoked,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Diving,M,31,FATAL,Y,09:30,Remains recovered frowhite shark
2494,2494,1993.06.05,1993,Unprovoked,AUSTRALIA,Tasmania,Tenth Island (King Island),Diving,F,34,FATAL,Y,10:55, white shark
2495,2495,1993.06.01,1993,Unprovoked,HONG KONG,New Territories,Sheung Sz Wan,Swimming,M,42,FATAL,Y,10:55,Unknown
2496,2496,1993.06.00,1993,Unprovoked,USA,North Carolina,"Hamstead, Pender County",Swimming,F,60's,"No injury, bumped by shark",N,07:30, shark
2497,2497,1993.05.00,1993,Unprovoked,HONG KONG,"On the Kowloon penisula, south of Sai Kung",Silverstrand,Unknown,F,,"Missing, believed taken by a shark",Y,07:30,Unknown
2498,2498,1993.05.00,1993,Unprovoked,SOMALIA,Banaadir Region,"Arroyo Beach, Mogadishu",Swimming,F,,FATAL,Y,07:30,Unknown
2499,2499,1993.04.00,1993,Invalid,AUSTRALIA,Tasmania,Barren Joey Island,Spearfishing,M,32,No injury ,Unknown,07:30,Invalid
2500,2500,1993.03.27,1993,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,M,,Survived,N,07:30,Unknown
2501,2501,1993.03.22,1993,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Bathing,M,25,Both feet lacerated,N,16:00,Unknown
2502,2502,1993.03.17,1993,Unprovoked,JAPAN,Ehime Prefecture,Iyo,Unknown,Unknown,,Survived,N,16:00,Possiby white shark
2503,2503,1993.03.14,1993,Unprovoked,USA,Hawaii,"Paradise Bay (next to Wailua Bay), Maui",Surfing,M,35,Lower legs lacerated ,N,15:45,"Tiger shark, , (oth fragment recovered frowound)"
2504,2504,1993.03.12,1993,Unprovoked,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County",Free&(ascending),M,55,"No injury, swim fin bitten",N,14:30,White shark
2505,2505,1993.03.00,1993,Unprovoked,NEW CALEDONIA,South Province,Île de Casey,Swimming,Unknown,,Hip bitten,N,14:30,Unknown
2506,2506,1993.02.19,1993,Sea Disaster,TONGA,Tongapatu Group,Between 'Ata and Tongapatu,Sea,M,,Puncture wounds to right thigh,N,03:00,Unknown
2507,2507,1993.02.18,1993,Sea Disaster,TONGA,Tongapatu Group,Between 'Ata and Tongapatu,Sea,M,,Foot bitten,N,18:30,shark
2508,2508,1993.02.04,1993,Provoked,AUSTRALIA,Queensland,Mooloolaba,Fishing,M,69,"Legs lacerated, puncture wound in hand from hooked shark hauled onboard PROVOKED INCIDENT",N,13:45,"Bronze whaler shark, "
2509,2509,1993.01.23,1993,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,15,Left leg bitten,N,13:45,Unknown
2510,2510,1993.01.05,1993,Unprovoked,AUSTRALIA,Queensland,"Line Reef, northeast of Hamilton Island, Whitsundays",Spearfishing,M,21,"6"" laceration to left forearm",N,09:00,shark
2511,2511,1993.01.04,1993,Boat,CARIBBEAN SEA,Unknown,Off Dominican Republic,,M,32 & 30,"No injury to occupants. Sharks, attracted to offal from slaughtered dolphin, attacked & damaged their canoe",N,09:00,Two oceanic whitetip sharks
2512,2512,1993.01.02,1993,Unprovoked,USA,Oregon,"Bastendorf Beach, Coos County",Surfing,M,29,"No injury, shark bit board",N,16:30,white shark
2513,2513,1993.00.00,1993,Unprovoked,ANGOLA,West Africa,,Surfing,M,,Right Leg bitten,N,16:30,white shark
2514,2514,1993.00.00,1993,Unprovoked,SOMALIA,Banaadir Region,Mogadishu,Unknown,Unknown,,FATAL,Y,16:30,Unknown
2515,2515,1993.00.00,1993,Unprovoked,TONGA,Vava’u,Between Ofu & Fafini Islands,Spearfishing,Unknown,30,Left buttock and thigh bitten,N,16:30,Unknown
2516,2516,1993.00.00,1993,Unprovoked,USA,Florida,"Key West, Monroe County",Snorkeling,Unknown,,Survived,N,16:30,Lemon shark
2517,2517,1992.12.28,1992,Unprovoked,USA,Hawaii,"Honomuni, Moloka'i","Standing,",M,10,Right leg bruised & abraded,N,A.M.,"Tiger shark, "
2518,2518,1992.12.23,1992,Unprovoked,USA,Hawaii,"Chun's Reef, Laniakea, O'ahu",Lying,M,30,"Minor lacerations to hand, 15"" crescent-shaped piece removed from surfboard",N,17:30,"Tiger shark,  "
2519,2519,1992.11.29,1992,Unprovoked,USA,California,"San Onofre, San Diego County ",Spearfishing/,M,31,10 puncture wounds to right calf,N,15:30,"Mako shark,  "
2520,2520,1992.11.25,1992,Unprovoked,USA,Florida,"Brevard County, a mile north of Sebastian Inlet",Surfing,M,19,Forearm  & hand bitten; tooth fragments of the shark were recovered from the surfer's hand,N,07:30, blacktip shark
2521,2521,1992.11.23,1992,Unprovoked,USA,Florida,,Surfing,M,24,Right ankle bitten,N,13:00,shark
2522,2522,1992.11.14,1992,Boat,USA,California,"Ano Nuevo, San Mateo County",Kayaking,M,46,"No injury, kayak bitten",N,12:50,white shark
2523,2523,1992.11.12,1992,Unprovoked,FIJI,Wakaya Island,,Diving,M,30,Left arm lacerated,N,12:50,hammerhead shark
2524,2524,1992.11.11,1992,Unprovoked,USA,California,"San Nicholas Island, Santa Barbara County",Diving(submerged),M,40,Foot punctured,N,14:00,Unidentified shark
2525,2525,1992.11.05,1992,Unprovoked,USA,Florida,"North Jetty Park, Fort Pierce, St Lucie County",Surfing,M,17,Heel bitten,N,14:15,Unknown
2526,2526,1992.11.05,1992,Unprovoked,USA,Hawaii,"Kea'au Beach Park, O'ahu",Surfing,M,18,Right leg severely lacerated  FATAL,Y,09:45,"Tiger shark,  "
2527,2527,1992.10.29,1992,Unprovoked,USA,California,"Castle Rock, San Miguel Island, Santa Barbara County",Hookah,M,40,Foot & swim fin punctured,N,11:00,white shark
2528,2528,1992.10.22,1992,Unprovoked,USA,Hawaii,"Lanaikea, O'ahu",Surfing,M,28,"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board",N,07:40,"Tiger shark, "
2529,2529,1992.10.15,1992,Unprovoked,AUSTRALIA,New South Wales,Avalon Beach,Diving,M,,Minor injury while delivering pup of female shark caught in a net,N,07:40,Grey nurse shark
2530,2530,1992.10.11,1992,Unprovoked,BRAZIL,Maranhão,"Praia de São Marcus, Sáo Luiz",Boogie,Unknown,,Legs bitten,N,18:30,Unknown
2531,2531,1992.10.01,1992,Unprovoked,AUSTRALIA,Queensland,"North Point Beach, Moreton Island",Surfing,M,28,FATAL,Y,14:30,white shark
2532,2532,1992.09.18,1992,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,,Left leg severely bitten,N,18:30,Unknown
2533,2533,1992.09.13,1992,Unprovoked,USA,Oregon,"Gold Beach, Curry County",Surfing,M,20,Minor bruises,N,17:00,  white shark 
2534,2534,1992.09.11,1992,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Standing,F,18,Right ankle & calf bitten,N,15:00,Unknown
2535,2535,1992.09.10,1992,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,,FATAL,Y,15:00,Unknown
2536,2536,1992.09.00,1992,Unprovoked,USA,Florida,St Lucie County,Surfing,M,,"Foot bitten, 8 stitches needed to repair the wound",N,15:00,Unknown
2537,2537,1992.08.29,1992,Unprovoked,BAHAMAS,Abaco Islands,Double Breasted Cays ,"Snorkeling,",F,34,Left hand bitten,N,15:00,blacktip shark
2538,2538,1992.08.25,1992,Unprovoked,AUSTRALIA,South Australia,"Lipson Cove, Tumby Bay",Surfing,M,17,"Minor cuts, sufboard bitten",N,17:50,white shark
2539,2539,1992.08.21,1992,Invalid,USA,Hawaii,"Twin Arches, Hana Ranch, Maui",Fell&,M,,Body recovered next morning. Injuries appeared to be inflicted post mortem,Unknown,15:00,Questionable incident
2540,2540,1992.08.18,1992,Unprovoked,USA,California,"Klamath River, Del Norte County",Surfing,M,22,"No injury, board bitten",N,17:00, white shark
2541,2541,1992.08.17,1992,Provoked,USA,Florida,"Manalapan, Palm Beach County",Snorkeling,M,26,"Grabbed metal leader to shark, shark clamped on  & bit  left bicep PROVOKED INCIDENT",N,17:00,"Nurse shark, ,  "
2542,2542,1992.08.00,1992,Invalid,USA,Florida,St. Lucie County,Fisherman,M,,No details,Unknown,17:00,Questionable incident
2543,2543,1992.07.23,1992,Invalid,USA,Hawaii,"Wai'anae, O'ahu","Zosimo&,,',,&",M,,"Death due to drowning. His body, tied to floating ice chest, had 2 small post-mortem bites due to cookie cutter shark",Unknown,17:00,Invalid
2544,2544,1992.07.21,1992,Unprovoked,USA,Florida,"Manasota Beach, Sarasota County",Standing,F,42,Lacerations to left foot,N,12:33,small shark
2545,2545,1992.07.08,1992,Unprovoked,BRAZIL,Maranhão,"Praia da Marcela, São Marcos Bay",Surfing,M,,Arm bitten,N,30 minutes after 1992.07.08.a,Unknown
2546,2546,1992.07.08,1992,Unprovoked,BRAZIL,Maranhão,"Praia da Marcela, São Marcos Bay",Surfing,M,,"Lower leg bitten, surgically amputated",N,08:30,Unknown
2547,2547,1992.06.28,1992,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,,FATAL,Y,08:30,Unknown
2548,2548,1992.06.28,1992,Unprovoked,REUNION,Saint-Paul,Cap de la Marianne,Surfing,M,16,FATAL,Y,14:30,Bull shark or lemon shark
2549,2549,1992.06.19,1992,Unprovoked,VANUATU,Malampa Province,"Port Sandwich, Malakula",Swimming,F,21,Right leg was bitten above and below the knee and an artery was punctured,N,14:30,Unknown
2550,2550,1992.06.17,1992,Boat,JAPAN,Ehime Prefecture,"1.5 km north of Igata-cho, 60 km south of Matsyama",Preparing,Unknown,,"No inujury to occupant. Shark bit boat repeatedly, leaving  2 teeth in the bottom keel of the boat",N,12:30,"White shark, identification by K. Nakaya"
2551,2551,1992.06.00,1992,Unprovoked,REUNION,Saint-Paul,,Diving,Unknown,,Survived,N,12:30,Mako shark
2552,2552,1992.05.31,1992,Invalid,USA,North Carolina ,Wreck of the U-352 ,Diving,M,45,Disappeared. His ripped dive jacket was recovered,Unknown,12:30,Shark involvement prior death was not confirmed
2553,2553,1992.05.22,1992,Unprovoked,REUNION,Saint-Joseph,Lieu-dit Cayenne,Surfing,M,,FATAL,Y,14:00,"Tiger shark,  "
2554,2554,1992.05.00,1992,Unprovoked,MEXICO,Mexico / Caribbean Sea,Isla Mujeres,Diving&,M,,"Fingers, hand & arm bitten",N,14:00,Unknown
2555,2555,1992.04.24,1992,Unprovoked,NEW ZEALAND,Antarctic Ocean,"Meteorologic Station on Campbell Island, 370 nautical miles south of New Zealand",Snorkeling,M,,"Right forearm severed, left forearm lacerated & broken",N,15:30,", white shark"
2556,2556,1992.04.09,1992,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,35,Punctures & lacerations on lower leg,N,13:20, shark
2557,2557,1992.03.28,1992,Unprovoked,USA,Hawaii,"Cannons, at Ha'ena on the north shore of Kaua'i Island","Surfing,",F,36,"Foot bitten, crescent of bitemarks in both sides of board",N,06:45,Tiger shark
2558,2558,1992.03.10,1992,Unprovoked,AUSTRALIA,Victoria,Point Lonsdale,Surfing,M,17,"Right thigh, back & hand lacerated",N,06:45,"Bronze whaler shark,"
2559,2559,1992.03.08,1992,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,Hookah,M,41,"FATAL, body not recovered",Y,15:20," white shark, identification by K. Nakaya"
2560,2560,1992.03.08,1992,Boat,JAPAN,Ehime Prefecture,"Nagahama-cho, 40 km southwest of Matsuyama ","Fishing,",Unknown,,No injury to boat or occupant,N,10:15,Unknown
2561,2561,1992.03.08,1992,Unprovoked,USA,Oregon,"Winchester Bay, Douglas County",Surfing(sitting),M,21,"Left shoulder & side bitten, board broken",N,09:45,Said involve  white shark
2562,2562,1992.02.19,1992,Unprovoked,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Surfing,M,,FATAL Disappeared. His board washed ashore next morning with crescent-shaped piece missing and serrated toothmarks of a shark,Y,19:30,Tiger shark?
2563,2563,1992.02.14,1992,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,Diving,M,,"No injury, steel diving helmet bitten 3 times",N,10:00, shark
2564,2564,1992.02.09,1992,Invalid,AUSTRALIA,Tasmania,"Clifton Beach, southwest of Hobart",Surfing,M,19,"No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable",Unknown,19:30,Questionable incident
2565,2565,1992.01.29,1992,Unprovoked,REUNION,La Saline-les-Bains,Revine-3-Bassins,Spearfishing,M,,Survived,N,16:30,grey shark
2566,2566,1992.01.29,1992,Unprovoked,AUSTRALIA,New South Wales,Tweed Heads,Boogie,M,19,Right leg lacerated,N,20:00,"Bronze whaler shark, "
2567,2567,1992.01.23,1992,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Swimming,M,19,Right foot lacerated,N,17:30,"Zambesi shark, "
2568,2568,1992.01.08,1992,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sheffield Beach,Spearfishing,M,36,Left cheek lacerated,N,17:15,Possibly blacktip shark
2569,2569,1992.01.06,1992,Unprovoked,MAURITIUS,Unknown,Mahebourg,Fishing,M,,Survived,N,17:15,Grey reef shark
2570,2570,1992.01.03,1992,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,Unknown,M,,Survived,N,17:15,Unknown
2571,2571,1992.01.00,1992,Invalid,JAPAN,Sea of Japan,Kanazawa?,Unknown,Unknown,,Survived. questionable incident,Unknown,17:15,Questionable incident
2572,2572,1992.00.00,1992,Unprovoked,FIJI,Tavenui,,Unknown,M,33,FATAL,Y,17:15,Unknown
2573,2573,1991.12.04,1991,Unprovoked,USA,California,"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County",Hookah,M,25,"No injury, shark became tangled in hose & towed him 100'",N,15:06,white shark
